contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
ERZ773086.7898-NODE-7898-length-4189-cov-10.398887	4189	phage	0.540	0.704	False	False	0.323	0.000	bacteria	0	2	0	0	0.918	0.800	3.512	1.858	-4.977	0.889	-3.760	0.084	2V		
ERZ773086.7973-NODE-7973-length-4148-cov-43.267530	4148	phage	0.548	0.722	False	False	0.528	0.000	bacteria	0	2	0	0	1.058	0.002	3.041	0.026	-5.027	0.015	-3.678	0.004	2V		
ERZ773086.7989-NODE-7989-length-4142-cov-6.495963	4142	phage	0.835	0.602	False	False	0.576	0.000	bacteria	0	2	0	0	2.477	0.069	3.338	0.200	-7.500	3.430	-4.008	0.020	2V		
ERZ773086.7997-NODE-7997-length-4138-cov-3.758266	4138	phage	0.039	0.838	False	False	0.435	0.000	bacteria	0	2	0	0	-0.811	0.290	4.961	0.039	-4.734	0.045	-4.332	0.338	2V		
ERZ773086.8008-NODE-8008-length-4135-cov-2.911029	4135	phage	0.640	0.443	False	False	0.243	0.000	bacteria	1	1	0	0	1.757	0.444	3.070	1.051	-6.008	0.000	-3.572	0.393	1n1V		
ERZ773086.8048-NODE-8048-length-4122-cov-15.573887	4122	phage	0.121	0.923	False	False	0.567	0.000	bacteria	0	2	0	0	0.186	0.000	4.469	0.403	-6.238	0.020	-3.895	0.360	2V	DTR	13.000
ERZ773086.8050-NODE-8050-length-4122-cov-2.132038	4122	phage	0.420	0.647	False	False	0.385	0.000	bacteria	0	2	0	0	0.044	0.441	3.469	0.980	-3.744	5.230	-2.178	0.000	2V		
ERZ773086.8054-NODE-8054-length-4121-cov-1.881210	4121	phage	0.512	0.702	False	False	0.579	0.000	bacteria	0	2	0	0	0.913	0.117	3.082	0.138	-4.559	0.850	-4.875	0.021	2V		
ERZ773086.8094-NODE-8094-length-4102-cov-1.892266	4102	phage	0.612	0.750	False	False	0.483	0.000	bacteria	0	2	0	0	1.595	0.178	3.389	1.021	-5.684	0.048	-4.383	0.048	2V		
ERZ773086.8104-NODE-8104-length-4098-cov-1.801385	4098	phage	0.592	0.901	False	False	0.512	0.000	bacteria	1	1	0	0	2.342	0.387	3.605	1.652	-7.520	1.013	-4.488	0.712	1n1V		
ERZ773086.8154-NODE-8154-length-4080-cov-1.763478	4080	phage	0.831	0.652	False	False	0.416	0.000	bacteria	0	1	0	0	2.152	0.000	3.205	0.000	-5.102	0.000	-4.766	0.000	1V		
ERZ773086.8207-NODE-8207-length-4059-cov-2.600649	4059	phage	0.017	0.989	False	False	0.421	0.000	bacteria	0	1	0	0	-1.002	0.000	5.559	0.000	-6.094	0.000	-4.035	0.000	1V		
ERZ773086.8208-NODE-8208-length-4059-cov-1.778971	4059	phage	0.105	0.803	False	False	0.566	0.000	bacteria	0	1	0	0	-0.882	0.000	4.055	0.000	-6.199	0.000	-1.277	0.000	1V		
ERZ773086.8215-NODE-8215-length-4056-cov-2.292427	4056	phage	0.752	0.630	False	False	0.511	0.000	bacteria	0	1	0	0	1.786	0.000	3.119	0.000	-3.910	0.000	-4.383	0.000	1V		
ERZ773086.8229-NODE-8229-length-4048-cov-2.254195	4048	phage	0.428	0.958	False	False	0.441	0.000	bacteria	0	1	0	0	2.121	0.000	4.469	0.000	-6.703	0.000	-5.211	0.000	1V		
ERZ773086.8247-NODE-8247-length-4042-cov-2.915977	4042	phage	0.260	0.741	False	False	0.432	0.000	bacteria	0	1	0	0	0.208	0.000	3.432	0.000	-5.418	0.000	-2.561	0.000	1V		
ERZ773086.8252-NODE-8252-length-4041-cov-2.239087	4041	phage	0.319	0.649	False	False	0.499	0.000	bacteria	0	1	0	0	0.836	0.000	3.678	0.000	-4.059	0.000	-3.846	0.000	1V		
ERZ773086.8336-NODE-8336-length-4004-cov-2.873892	4004	phage	0.244	0.814	False	False	0.371	0.000	bacteria	0	1	0	0	0.357	0.000	3.650	0.000	-7.164	0.000	-2.514	0.000	1V		
ERZ773086.8338-NODE-8338-length-4002-cov-6.570813	4002	phage	0.305	0.447	False	False	0.216	0.000	bacteria	0	1	0	0	0.569	0.000	3.521	0.000	-5.090	0.000	-2.766	0.000	1V		
ERZ773086.8381-NODE-8381-length-3982-cov-2.426280	3982	phage	0.012	0.883	False	False	0.514	0.000	bacteria	0	1	0	0	-0.948	0.000	6.070	0.000	-5.398	0.000	-3.443	0.000	1V		
ERZ773086.8382-NODE-8382-length-3981-cov-11.134743	3981	phage	0.009	0.932	False	False	0.679	0.000	bacteria	0	1	0	0	-0.708	0.000	6.715	0.000	-7.816	0.000	-2.680	0.000	1V		
ERZ773086.8412-NODE-8412-length-3974-cov-8.351365	3974	phage	0.872	0.479	False	False	0.354	0.000	bacteria	0	1	0	0	2.350	0.000	3.250	0.000	-6.398	0.000	-4.500	0.000	1V		
ERZ773086.8470-NODE-8470-length-3957-cov-1.866991	3957	phage	0.808	0.492	False	False	0.553	0.000	bacteria	0	1	0	0	2.174	0.000	3.330	0.000	-3.678	0.000	-3.943	0.000	1V		
ERZ773086.8483-NODE-8483-length-3953-cov-3.397640	3953	phage	0.174	0.760	False	False	0.304	0.000	bacteria	0	1	0	0	-0.136	0.000	3.596	0.000	-4.477	0.000	-3.414	0.000	1V		
ERZ773086.8515-NODE-8515-length-3942-cov-34.861847	3942	phage	0.130	0.555	False	False	0.369	0.000	bacteria	0	1	0	0	0.099	0.000	4.191	0.000	-4.871	0.000	-3.268	0.000	1V		
ERZ773086.8523-NODE-8523-length-3937-cov-5.276662	3937	phage	0.297	0.572	False	False	0.345	0.000	bacteria	0	1	0	0	0.789	0.000	3.721	0.000	-5.414	0.000	-3.803	0.000	1V		
ERZ773086.8565-NODE-8565-length-3923-cov-2.437694	3923	phage	0.478	0.274	False	False	0.512	0.000	bacteria	0	1	0	0	1.322	0.000	3.525	0.000	-4.527	0.000	-3.895	0.000	1V		
ERZ773086.8566-NODE-8566-length-3923-cov-1.996898	3923	phage	0.577	0.421	False	False	0.366	0.000	bacteria	0	1	0	0	1.565	0.000	3.422	0.000	-6.332	0.000	-4.184	0.000	1V		
ERZ773086.8646-NODE-8646-length-3892-cov-11.213969	3892	phage	0.036	0.958	False	False	0.349	0.000	bacteria	0	1	0	0	-1.151	0.000	4.609	0.000	-6.023	0.000	-3.148	0.000	1V	DTR	55.000
ERZ773086.8714-NODE-8714-length-3861-cov-2.187599	3861	phage	0.345	0.375	False	False	0.426	0.000	bacteria	0	1	0	0	0.409	0.000	3.195	0.000	-3.170	0.000	-3.941	0.000	1V		
ERZ773086.8728-NODE-8728-length-3853-cov-2.806477	3853	phage	0.015	0.960	False	False	0.568	0.000	bacteria	0	1	0	0	-0.875	0.000	5.879	0.000	-5.938	0.000	-3.205	0.000	1V		
ERZ773086.8732-NODE-8732-length-3851-cov-28.038988	3851	phage	0.391	0.804	False	False	0.644	0.000	bacteria	0	1	0	0	0.965	0.000	3.467	0.000	-5.953	0.000	-4.746	0.000	1V		
ERZ773086.8743-NODE-8743-length-3848-cov-2.692855	3848	phage	0.446	0.467	False	False	0.445	0.000	bacteria	0	1	0	0	1.499	0.000	3.795	0.000	-6.258	0.000	-4.242	0.000	1V		
ERZ773086.8753-NODE-8753-length-3843-cov-7.416579	3843	phage	0.045	0.928	False	False	0.596	0.000	bacteria	0	1	0	0	-0.087	0.000	5.277	0.000	-5.129	0.000	-4.109	0.000	1V	ITR	13.000
ERZ773086.8779-NODE-8779-length-3837-cov-2.823374	3837	phage	0.035	0.852	False	False	0.524	0.000	bacteria	0	1	0	0	-1.270	0.000	4.551	0.000	-4.820	0.000	-3.479	0.000	1V		
ERZ773086.8786-NODE-8786-length-3835-cov-2.643651	3835	phage	0.513	0.823	False	False	0.468	0.000	bacteria	0	1	0	0	1.837	0.000	3.895	0.000	-9.461	0.000	-4.480	0.000	1V		
ERZ773086.8798-NODE-8798-length-3832-cov-8.374371	3832	phage	0.411	0.381	False	False	0.554	0.000	bacteria	0	1	0	0	0.912	0.000	3.371	0.000	-5.574	0.000	-3.420	0.000	1V		
ERZ773086.8802-NODE-8802-length-3831-cov-2.987818	3831	phage	0.396	0.357	False	False	0.249	0.000	bacteria	0	1	0	0	0.666	0.000	3.203	0.000	-4.391	0.000	-3.439	0.000	1V		
ERZ773086.8826-NODE-8826-length-3822-cov-2.190868	3822	phage	0.209	0.962	False	False	0.430	0.000	bacteria	0	1	0	0	1.723	0.000	5.102	0.000	-6.492	0.000	-6.199	0.000	1V		
ERZ773086.8832-NODE-8832-length-3819-cov-14.783741	3819	phage	0.018	0.950	False	False	0.522	0.000	bacteria	0	1	0	0	0.295	0.000	6.660	0.000	-8.539	0.000	-4.715	0.000	1V		
ERZ773086.8842-NODE-8842-length-3817-cov-2.193514	3817	phage	0.010	0.828	False	False	0.388	0.000	bacteria	0	1	0	0	-0.656	0.000	6.477	0.000	-7.020	0.000	-4.062	0.000	1V		
ERZ773086.8858-NODE-8858-length-3812-cov-2.168752	3812	phage	0.364	0.612	False	False	0.580	0.000	bacteria	0	1	0	0	0.757	0.000	3.373	0.000	-5.371	0.000	-4.812	0.000	1V		
ERZ773086.8864-NODE-8864-length-3810-cov-2.218908	3810	phage	0.049	0.875	False	False	0.403	0.000	bacteria	0	1	0	0	-1.220	0.000	4.371	0.000	-4.570	0.000	-2.479	0.000	1V		
ERZ773086.8935-NODE-8935-length-3781-cov-2.073806	3781	phage	0.103	0.782	False	False	0.530	0.000	bacteria	0	1	0	0	0.080	0.000	4.473	0.000	-7.359	0.000	-2.912	0.000	1V		
ERZ773086.8966-NODE-8966-length-3772-cov-47.269034	3772	phage	0.519	0.512	False	False	0.561	0.000	bacteria	0	1	0	0	1.487	0.000	3.547	0.000	-4.582	0.000	-3.822	0.000	1V		
ERZ773086.9059-NODE-9059-length-3740-cov-2.502035	3740	phage	0.017	0.958	False	False	0.421	0.000	bacteria	0	1	0	0	-0.400	0.000	6.098	0.000	-7.781	0.000	-4.078	0.000	1V		
ERZ773086.9099-NODE-9099-length-3729-cov-5.106151	3729	phage	0.816	0.869	False	False	0.474	0.000	bacteria	0	1	0	0	2.059	0.000	3.150	0.000	-5.797	0.000	-5.719	0.000	1V		
ERZ773086.9113-NODE-9113-length-3723-cov-13.064340	3723	phage	0.340	0.932	False	False	0.446	0.000	bacteria	0	1	0	0	1.352	0.000	4.062	0.000	-4.766	0.000	-5.277	0.000	1V		
ERZ773086.9133-NODE-9133-length-3717-cov-1.600492	3717	phage	0.660	0.871	False	False	0.413	0.000	bacteria	0	1	0	0	1.500	0.000	3.092	0.000	-5.398	0.000	-5.699	0.000	1V		
ERZ773086.9153-NODE-9153-length-3710-cov-1.990150	3710	phage	0.009	0.981	False	False	0.417	0.000	bacteria	0	1	0	0	-0.943	0.000	6.375	0.000	-6.727	0.000	-3.295	0.000	1V		
ERZ773086.9260-NODE-9260-length-3667-cov-12.836102	3667	phage	0.315	0.720	False	False	0.387	0.000	bacteria	0	1	0	0	1.375	0.000	4.195	0.000	-5.480	0.000	-4.539	0.000	1V		
ERZ773086.9261-NODE-9261-length-3667-cov-9.010797	3667	phage	0.038	0.986	False	False	0.664	0.000	bacteria	0	1	0	0	-0.271	0.000	5.246	0.000	-6.645	0.000	-4.953	0.000	1V		
ERZ773086.9269-NODE-9269-length-3663-cov-47.365299	3663	phage	0.081	0.767	False	False	0.305	0.000	bacteria	0	1	0	0	-0.065	0.000	4.586	0.000	-5.562	0.000	-3.643	0.000	1V		
ERZ773086.9290-NODE-9290-length-3658-cov-5.479878	3658	phage	0.398	0.819	False	False	0.346	0.000	bacteria	0	1	0	0	0.934	0.000	3.436	0.000	-5.086	0.000	-3.670	0.000	1V		
ERZ773086.9292-NODE-9292-length-3657-cov-1.874514	3657	phage	0.987	0.741	False	False	0.580	0.000	bacteria	0	1	0	0	4.121	0.000	4.398	0.000	-8.117	0.000	-4.797	0.000	1V		
ERZ773086.9296-NODE-9296-length-3656-cov-2.307970	3656	phage	0.023	0.981	False	False	0.659	0.000	bacteria	0	1	0	0	-0.666	0.000	5.617	0.000	-7.695	0.000	-2.666	0.000	1V		
ERZ773086.9337-NODE-9337-length-3645-cov-2.240390	3645	phage	0.028	0.956	False	False	0.319	0.000	bacteria	0	1	0	0	-0.759	0.000	5.223	0.000	-6.703	0.000	-3.438	0.000	1V		
ERZ773086.9348-NODE-9348-length-3642-cov-2.549763	3642	phage	0.999	0.870	False	False	0.358	0.000	bacteria	0	1	0	0	3.014	0.000	3.148	0.000	-5.375	0.000	-5.656	0.000	1V		
ERZ773086.9359-NODE-9359-length-3637-cov-2.804020	3637	phage	0.238	0.649	False	False	0.273	0.000	bacteria	0	1	0	0	0.135	0.000	3.512	0.000	-4.406	0.000	-2.465	0.000	1V	DTR	14.000
ERZ773086.9376-NODE-9376-length-3630-cov-2.719441	3630	phage	0.841	0.735	False	False	0.438	0.000	bacteria	0	1	0	0	3.246	0.000	4.246	0.000	-8.438	0.000	-5.246	0.000	1V		
ERZ773086.9383-NODE-9383-length-3628-cov-2.172124	3628	phage	0.007	0.961	False	False	0.493	0.000	bacteria	0	1	0	0	-1.682	0.000	6.105	0.000	-5.258	0.000	-3.309	0.000	1V		
ERZ773086.9387-NODE-9387-length-3626-cov-44.587511	3626	phage	0.574	0.713	False	False	0.528	0.000	bacteria	0	1	0	0	2.379	0.000	4.230	0.000	-5.977	0.000	-5.109	0.000	1V		
ERZ773086.9386-NODE-9386-length-3627-cov-2.334546	3627	phage	0.427	0.284	False	False	0.422	0.000	bacteria	0	1	0	0	1.021	0.000	3.408	0.000	-5.570	0.000	-3.631	0.000	1V		
ERZ773086.9464-NODE-9464-length-3601-cov-13.757191	3601	phage	0.924	0.488	False	False	0.437	0.000	bacteria	0	1	0	0	2.551	0.000	3.248	0.000	-5.535	0.000	-3.938	0.000	1V		
ERZ773086.9466-NODE-9466-length-3601-cov-6.236323	3601	phage	0.092	0.837	False	False	0.386	0.000	bacteria	0	1	0	0	0.117	0.000	4.578	0.000	-5.887	0.000	-4.320	0.000	1V		
ERZ773086.9472-NODE-9472-length-3598-cov-3.700819	3598	phage	0.395	0.619	False	False	0.309	0.000	bacteria	0	1	0	0	0.492	0.000	3.064	0.000	-3.932	0.000	-3.318	0.000	1V		
ERZ773086.9482-NODE-9482-length-3594-cov-3.371009	3594	phage	0.686	0.817	False	False	0.473	0.000	bacteria	0	1	0	0	2.934	0.000	4.438	0.000	-11.484	0.000	-4.711	0.000	1V		
ERZ773086.9487-NODE-9487-length-3593-cov-1.929056	3593	phage	0.962	0.420	False	False	0.609	0.000	bacteria	0	1	0	0	3.127	0.000	3.602	0.000	-6.660	0.000	-5.754	0.000	1V		
ERZ773086.9507-NODE-9507-length-3587-cov-2.849660	3587	phage	0.062	0.918	False	False	0.318	0.000	bacteria	0	1	0	0	-0.656	0.000	4.469	0.000	-6.094	0.000	-2.617	0.000	1V		
ERZ773086.9508-NODE-9508-length-3587-cov-2.718007	3587	phage	0.055	0.853	False	False	0.547	0.000	bacteria	0	1	0	0	0.774	0.000	5.855	0.000	-8.078	0.000	-4.348	0.000	1V		
ERZ773086.9531-NODE-9531-length-3581-cov-3.424277	3581	phage	0.089	0.836	False	False	0.320	0.000	bacteria	0	1	0	0	-0.724	0.000	3.977	0.000	-5.363	0.000	-2.730	0.000	1V		
ERZ773086.9535-NODE-9535-length-3580-cov-2.563688	3580	phage	0.437	0.779	False	False	0.674	0.000	bacteria	0	1	0	0	1.585	0.000	3.902	0.000	-6.715	0.000	-5.461	0.000	1V		
ERZ773086.9543-NODE-9543-length-3578-cov-1.535339	3578	phage	0.014	0.991	False	False	0.473	0.000	bacteria	0	1	0	0	-1.322	0.000	5.367	0.000	-7.098	0.000	-5.000	0.000	1V		
ERZ773086.9568-NODE-9568-length-3571-cov-2.371160	3571	phage	1.005	0.787	False	False	0.571	0.000	bacteria	0	1	0	0	2.990	0.000	3.016	0.000	-4.754	0.000	-5.168	0.000	1V		
ERZ773086.9575-NODE-9575-length-3569-cov-10.250142	3569	phage	0.417	0.973	False	False	0.620	0.000	bacteria	0	1	0	0	1.008	0.000	3.434	0.000	-5.191	0.000	-3.664	0.000	1V		
ERZ773086.9580-NODE-9580-length-3568-cov-7.033874	3568	phage	0.340	0.229	False	False	0.446	0.000	archaea	0	1	0	0	-2.414	0.000	3.320	0.000	-6.371	0.000	0.489	0.000	1V		
ERZ773086.9586-NODE-9586-length-3568-cov-2.303729	3568	phage	0.162	0.891	False	False	0.646	0.000	bacteria	0	1	0	0	0.742	0.000	4.477	0.000	-5.957	0.000	-4.391	0.000	1V		
ERZ773086.9602-NODE-9602-length-3563-cov-2.467788	3563	phage	0.453	0.448	False	False	0.485	0.000	bacteria	0	1	0	0	1.993	0.000	4.254	0.000	-7.848	0.000	-4.160	0.000	1V	ITR	19.000
ERZ773086.9619-NODE-9619-length-3557-cov-2.304683	3557	phage	0.206	0.799	False	False	0.633	0.000	bacteria	0	1	0	0	0.490	0.000	3.906	0.000	-5.578	0.000	-5.102	0.000	1V	DTR	13.000
ERZ773086.9664-NODE-9664-length-3545-cov-4.140401	3545	phage	0.079	0.865	False	False	0.286	0.000	bacteria	0	1	0	0	-0.171	0.000	4.559	0.000	-5.219	0.000	-3.158	0.000	1V		
ERZ773086.9700-NODE-9700-length-3533-cov-11.599195	3533	phage	0.750	0.629	False	False	0.389	0.000	bacteria	0	1	0	0	1.795	0.000	3.119	0.000	-5.473	0.000	-4.074	0.000	1V		
ERZ773086.9710-NODE-9710-length-3531-cov-2.500575	3531	phage	0.138	0.922	False	False	0.446	0.000	bacteria	0	1	0	0	0.870	0.000	4.801	0.000	-5.574	0.000	-5.215	0.000	1V		
ERZ773086.9717-NODE-9717-length-3528-cov-2.696516	3528	phage	0.630	0.799	False	False	0.359	0.000	bacteria	0	1	0	0	2.029	0.000	3.711	0.000	-5.707	0.000	-4.961	0.000	1V		
ERZ773086.9722-NODE-9722-length-3527-cov-1.939228	3527	phage	0.238	0.313	False	False	0.422	0.000	bacteria	0	1	0	0	0.299	0.000	3.576	0.000	-3.662	0.000	-4.285	0.000	1V		
ERZ773086.9737-NODE-9737-length-3521-cov-3.075880	3521	phage	0.074	0.763	False	False	0.408	0.000	bacteria	0	1	0	0	-1.298	0.000	3.789	0.000	-4.609	0.000	-2.678	0.000	1V		
ERZ773086.9739-NODE-9739-length-3521-cov-1.942008	3521	phage	0.016	0.946	False	False	0.400	0.000	bacteria	0	1	0	0	-0.776	0.000	5.730	0.000	-6.773	0.000	-5.734	0.000	1V		
ERZ773086.9766-NODE-9766-length-3511-cov-93.486690	3511	phage	0.021	0.982	False	False	0.684	0.000	bacteria	0	1	0	0	0.306	0.000	6.500	0.000	-8.242	0.000	-4.457	0.000	1V		
ERZ773086.9774-NODE-9774-length-3509-cov-2.407354	3509	phage	0.236	0.708	False	False	0.320	0.000	bacteria	0	1	0	0	0.191	0.000	3.611	0.000	-6.156	0.000	-1.999	0.000	1V		
ERZ773086.9787-NODE-9787-length-3504-cov-2.178602	3504	phage	0.076	0.737	False	False	0.432	0.000	bacteria	0	1	0	0	-1.181	0.000	3.934	0.000	-3.529	0.000	-2.514	0.000	1V		
ERZ773086.9797-NODE-9797-length-3501-cov-27.041207	3501	phage	0.884	0.942	False	False	0.339	0.000	bacteria	0	1	0	0	3.029	0.000	3.867	0.000	-8.305	0.000	-5.805	0.000	1V		
ERZ773086.9823-NODE-9823-length-3494-cov-2.707764	3494	phage	0.214	0.736	False	False	0.432	0.000	bacteria	0	1	0	0	-0.258	0.000	3.369	0.000	-5.180	0.000	-2.080	0.000	1V		
ERZ773086.9834-NODE-9834-length-3488-cov-2.174483	3488	phage	0.310	0.638	False	False	0.281	0.000	bacteria	0	1	0	0	0.485	0.000	3.381	0.000	-5.535	0.000	-3.439	0.000	1V		
ERZ773086.9877-NODE-9877-length-3475-cov-2.569006	3475	phage	0.004	0.997	False	False	0.515	0.000	bacteria	0	1	0	0	-1.693	0.000	6.574	0.000	-8.328	0.000	-3.932	0.000	1V		
ERZ773086.9878-NODE-9878-length-3475-cov-2.090643	3475	phage	0.437	0.518	False	False	0.408	0.000	bacteria	0	1	0	0	1.680	0.000	4.008	0.000	-7.645	0.000	-3.824	0.000	1V		
ERZ773086.9919-NODE-9919-length-3466-cov-2.339197	3466	phage	0.041	0.965	False	False	0.517	0.000	bacteria	0	1	0	0	-0.170	0.000	5.293	0.000	-5.559	0.000	-3.922	0.000	1V		
ERZ773086.9929-NODE-9929-length-3463-cov-4.109448	3463	phage	0.732	0.847	False	False	0.396	0.000	bacteria	0	1	0	0	2.113	0.000	3.479	0.000	-5.395	0.000	-5.215	0.000	1V		
ERZ773086.9933-NODE-9933-length-3462-cov-2.721749	3462	phage	0.562	0.433	False	False	0.279	0.000	bacteria	0	1	0	0	1.271	0.000	3.201	0.000	-6.418	0.000	-3.400	0.000	1V		
ERZ773086.9940-NODE-9940-length-3460-cov-2.236711	3460	phage	0.000	0.997	False	False	0.352	0.000	bacteria	0	1	0	0	-2.357	0.000	8.508	0.000	-11.805	0.000	-4.562	0.000	1V		
ERZ773086.10012-NODE-10012-length-3439-cov-2.385638	3439	phage	0.008	0.993	False	False	0.483	0.000	bacteria	0	1	0	0	-0.503	0.000	6.887	0.000	-8.258	0.000	-3.996	0.000	1V		
ERZ773086.10013-NODE-10013-length-3438-cov-2.662430	3438	phage	0.159	0.687	False	False	0.370	0.000	bacteria	0	1	0	0	-0.906	0.000	3.492	0.000	-5.090	0.000	-1.402	0.000	1V		
ERZ773086.10043-NODE-10043-length-3431-cov-2.008590	3431	phage	0.645	0.536	False	False	0.525	0.000	bacteria	0	1	0	0	1.311	0.000	3.002	0.000	-4.965	0.000	-3.217	0.000	1V		
ERZ773086.10056-NODE-10056-length-3428-cov-1.463682	3428	phage	0.031	0.924	False	False	0.561	0.000	bacteria	0	1	0	0	-0.248	0.000	5.590	0.000	-6.820	0.000	-3.023	0.000	1V		
ERZ773086.10061-NODE-10061-length-3426-cov-2.709878	3426	phage	0.474	0.802	False	False	0.401	0.000	bacteria	0	1	0	0	1.459	0.000	3.658	0.000	-4.762	0.000	-4.555	0.000	1V		
ERZ773086.10074-NODE-10074-length-3423-cov-1.975653	3423	phage	0.474	0.970	False	False	0.402	0.000	bacteria	0	1	0	0	2.574	0.000	4.758	0.000	-11.156	0.000	-6.199	0.000	1V		
ERZ773086.10108-NODE-10108-length-3413-cov-2.304050	3413	phage	0.800	0.385	False	False	0.550	0.000	bacteria	0	1	0	0	2.033	0.000	3.203	0.000	-5.902	0.000	-3.617	0.000	1V		
ERZ773086.10140-NODE-10140-length-3406-cov-1.874963	3406	phage	0.248	0.426	False	False	0.541	0.000	bacteria	0	1	0	0	0.122	0.000	3.371	0.000	-3.975	0.000	-3.568	0.000	1V		
ERZ773086.10158-NODE-10158-length-3401-cov-5.220861	3401	phage	0.013	0.967	False	False	0.412	0.000	bacteria	0	1	0	0	-1.410	0.000	5.469	0.000	-6.020	0.000	-3.852	0.000	1V		
ERZ773086.10234-NODE-10234-length-3380-cov-3.483308	3380	phage	0.064	0.804	False	False	0.318	0.000	bacteria	0	1	0	0	-0.808	0.000	4.223	0.000	-4.508	0.000	-3.559	0.000	1V		
ERZ773086.10239-NODE-10239-length-3379-cov-2.707882	3379	phage	0.258	0.738	False	False	0.610	0.000	bacteria	0	1	0	0	0.071	0.000	3.314	0.000	-5.750	0.000	-2.590	0.000	1V		
ERZ773086.10241-NODE-10241-length-3379-cov-2.526775	3379	phage	0.045	0.704	False	False	0.342	0.000	bacteria	0	1	0	0	-0.474	0.000	4.902	0.000	-5.164	0.000	-3.973	0.000	1V		
ERZ773086.10245-NODE-10245-length-3378-cov-2.400241	3378	phage	0.051	0.983	False	False	0.642	0.000	bacteria	0	1	0	0	-0.525	0.000	4.680	0.000	-5.066	0.000	-4.746	0.000	1V		
ERZ773086.10254-NODE-10254-length-3376-cov-2.748269	3376	phage	0.066	0.939	False	False	0.521	0.000	bacteria	0	1	0	0	1.475	0.000	6.328	0.000	-6.953	0.000	-5.453	0.000	1V		
ERZ773086.10261-NODE-10261-length-3374-cov-4.635131	3374	phage	0.005	0.983	False	False	0.659	0.000	bacteria	0	1	0	0	-1.631	0.000	6.578	0.000	-7.152	0.000	-3.209	0.000	1V		
ERZ773086.10275-NODE-10275-length-3371-cov-15.701448	3371	phage	0.167	0.708	False	False	0.354	0.000	bacteria	0	1	0	0	0.788	0.000	4.484	0.000	-5.859	0.000	-4.148	0.000	1V		
ERZ773086.10286-NODE-10286-length-3368-cov-8.760036	3368	phage	0.667	0.706	False	False	0.692	0.000	bacteria	0	1	0	0	2.262	0.000	3.828	0.000	-6.406	0.000	-5.066	0.000	1V		
ERZ773086.10287-NODE-10287-length-3368-cov-2.604890	3368	phage	0.057	0.460	False	False	0.428	0.000	bacteria	0	1	0	0	-0.115	0.000	5.055	0.000	-8.891	0.000	-2.506	0.000	1V		
ERZ773086.10319-NODE-10319-length-3362-cov-1.822800	3362	phage	0.391	0.691	False	False	0.562	0.000	bacteria	0	1	0	0	0.745	0.000	3.293	0.000	-4.691	0.000	-3.480	0.000	1V		
ERZ773086.10344-NODE-10344-length-3354-cov-1.806608	3354	phage	0.075	0.855	False	False	0.540	0.000	bacteria	0	1	0	0	-0.291	0.000	4.566	0.000	-6.449	0.000	-2.541	0.000	1V		
ERZ773086.10379-NODE-10379-length-3344-cov-5.562481	3344	phage	0.093	0.736	False	False	0.338	0.000	bacteria	0	1	0	0	0.148	0.000	4.656	0.000	-5.715	0.000	-3.105	0.000	1V	DTR	55.000
ERZ773086.10420-NODE-10420-length-3335-cov-2.700915	3335	phage	0.972	0.532	False	False	0.638	0.000	bacteria	0	1	0	0	3.209	0.000	3.615	0.000	-6.137	0.000	-5.949	0.000	1V		
ERZ773086.10424-NODE-10424-length-3333-cov-15.542099	3333	phage	0.400	0.449	False	False	0.369	0.000	bacteria	0	1	0	0	1.476	0.000	3.936	0.000	-6.562	0.000	-4.688	0.000	1V		
ERZ773086.10434-NODE-10434-length-3330-cov-2.518779	3330	phage	0.992	0.504	False	False	0.455	0.000	bacteria	0	1	0	0	3.244	0.000	3.492	0.000	-5.875	0.000	-4.441	0.000	1V		
ERZ773086.10435-NODE-10435-length-3330-cov-2.305038	3330	phage	0.346	0.638	False	False	0.306	0.000	bacteria	0	1	0	0	0.189	0.000	3.006	0.000	-3.545	0.000	-3.238	0.000	1V		
ERZ773086.10438-NODE-10438-length-3330-cov-1.831145	3330	phage	0.817	0.636	False	False	0.402	0.000	bacteria	0	1	0	0	2.113	0.000	3.230	0.000	-9.156	0.000	-3.314	0.000	1V		
ERZ773086.10488-NODE-10488-length-3318-cov-71.202881	3318	phage	0.637	0.578	False	False	0.578	0.000	bacteria	0	1	0	0	1.580	0.000	3.277	0.000	-7.379	0.000	-3.094	0.000	1V		
ERZ773086.10503-NODE-10503-length-3314-cov-2.324946	3314	phage	0.473	0.614	False	False	0.581	0.000	bacteria	0	1	0	0	1.291	0.000	3.514	0.000	-9.398	0.000	-3.217	0.000	1V		
ERZ773086.10516-NODE-10516-length-3310-cov-3.073118	3310	phage	0.986	0.847	False	False	0.354	0.000	bacteria	0	1	0	0	2.699	0.000	3.021	0.000	-5.465	0.000	-4.777	0.000	1V		
ERZ773086.10537-NODE-10537-length-3305-cov-2.465846	3305	phage	0.015	0.994	False	False	0.417	0.000	bacteria	0	1	0	0	-1.222	0.000	5.512	0.000	-6.926	0.000	-3.287	0.000	1V		
