contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
ERZ773086.9091-NODE-9091-length-3732-cov-1.612456	3732	non-phage	0.434	0.914	False	False	0.298	0.000		1	0	0	0	3.242	0.000	0.741	0.000	-6.090	0.000	-1.925	0.000	1n		
ERZ773086.9089-NODE-9089-length-3732-cov-3.716889	3732	non-phage	0.922	0.544	False	False	0.373	0.000		1	0	0	0	2.652	0.000	1.884	0.000	-6.012	0.000	-3.150	0.000	1n		
ERZ773086.9090-NODE-9090-length-3732-cov-2.236334	3732	non-phage	0.003	0.980	False	True	0.732	0.000		1	0	0	0	6.391	0.000	-2.590	0.000	-7.570	0.000	-3.346	0.000	1n		
ERZ773086.9093-NODE-9093-length-3731-cov-3.793798	3731	non-phage	0.096	0.993	False	True	0.329	0.000		1	0	0	0	4.312	0.000	-0.710	0.000	-7.727	0.000	-1.143	0.000	1n		
ERZ773086.9092-NODE-9092-length-3731-cov-30.531556	3731	non-phage	0.112	0.624	False	True	0.633	0.000		1	0	0	0	3.887	0.000	-1.331	0.000	-1.471	0.000	-2.295	0.000	1n		
ERZ773086.9096-NODE-9096-length-3730-cov-67.245714	3730	non-phage	0.085	0.969	False	True	0.542	0.000		1	0	0	0	4.383	0.000	-0.517	0.000	-4.918	0.000	-1.825	0.000	1n		
ERZ773086.9095-NODE-9095-length-3731-cov-2.511970	3731	non-phage	0.202	0.970	False	False	0.480	0.000		1	0	0	0	4.816	0.000	1.320	0.000	-5.652	0.000	-2.156	0.000	1n		
ERZ773086.9094-NODE-9094-length-3731-cov-2.988575	3731	non-phage	0.009	0.995	False	True	0.379	0.000		1	0	0	0	6.480	0.000	-0.721	0.000	-7.562	0.000	-4.395	0.000	1n		
ERZ773086.9099-NODE-9099-length-3729-cov-5.106151	3729	phage	0.816	0.869	False	False	0.474	0.000	bacteria	0	1	0	0	2.059	0.000	3.150	0.000	-5.797	0.000	-5.719	0.000	1V		
ERZ773086.9100-NODE-9100-length-3729-cov-4.498911	3729	non-phage	0.106	0.970	False	False	0.273	0.000		1	0	0	0	5.266	0.000	1.002	0.000	-10.086	0.000	-4.820	0.000	1n		
ERZ773086.9098-NODE-9098-length-3729-cov-5.907730	3729	non-phage	0.097	0.992	False	False	0.380	0.000		1	0	0	0	5.094	0.000	0.705	0.000	-7.953	0.000	-3.816	0.000	1n		
ERZ773086.9097-NODE-9097-length-3730-cov-3.088980	3730	non-phage	0.066	0.990	False	False	0.417	0.000		1	0	0	0	5.309	0.000	0.422	0.000	-5.281	0.000	-3.496	0.000	1n		
ERZ773086.9101-NODE-9101-length-3729-cov-2.707131	3729	non-phage	0.931	0.679	False	False	0.278	0.000		1	0	0	0	2.523	0.000	1.781	0.000	-5.992	0.000	-3.150	0.000	1n		
ERZ773086.9102-NODE-9102-length-3729-cov-2.142624	3729	non-phage	0.139	0.868	False	False	0.395	0.000		1	0	0	0	4.945	0.000	0.997	0.000	-4.230	0.000	-3.537	0.000	1n		
ERZ773086.9104-NODE-9104-length-3728-cov-7.473183	3728	non-phage	1.084	0.583	False	False	0.353	0.000		1	0	0	0	1.923	0.000	1.776	0.000	-4.414	0.000	-1.930	0.000	1n		
ERZ773086.9103-NODE-9103-length-3728-cov-31.406752	3728	phage	0.457	0.220	False	False	0.409	0.000	bacteria	0	1	0	0	0.322	0.000	2.816	0.000	-2.305	0.000	-3.238	0.000	1V	DTR	55.000
ERZ773086.9105-NODE-9105-length-3728-cov-3.650422	3728	phage	1.271	0.382	False	False	0.390	0.000	bacteria	0	1	0	0	-0.005	0.000	1.396	0.000	-2.320	0.000	-0.347	0.000	1V		
ERZ773086.9106-NODE-9106-length-3727-cov-3.384804	3727	non-phage	0.148	0.947	False	True	0.438	0.000		1	0	0	0	3.814	0.000	-0.324	0.000	-4.348	0.000	-2.021	0.000	1n		
ERZ773086.9107-NODE-9107-length-3727-cov-2.437364	3727	phage	1.278	0.118	False	False	0.443	0.000	archaea	0	1	0	0	-1.693	0.000	1.593	0.000	-0.093	0.000	-0.009	0.000	1V		
ERZ773086.9108-NODE-9108-length-3727-cov-2.244553	3727	non-phage	0.596	0.564	False	True	0.419	0.000		1	0	0	0	2.463	0.000	-0.485	0.000	-1.543	0.000	-0.877	0.000	1n		
ERZ773086.9109-NODE-9109-length-3726-cov-5.544266	3726	non-phage	0.658	0.897	False	True	0.333	0.000		1	0	0	0	2.713	0.000	-0.996	0.000	-5.480	0.000	0.681	0.000	1n		
ERZ773086.9111-NODE-9111-length-3725-cov-5.250954	3725	non-phage	0.024	0.991	False	True	0.708	0.000		1	0	0	0	5.750	0.000	-0.345	0.000	-7.262	0.000	-4.043	0.000	1n		
ERZ773086.9110-NODE-9110-length-3726-cov-2.034323	3726	non-phage	1.339	0.721	False	False	0.434	0.000		1	0	0	0	1.438	0.000	0.949	0.000	-3.895	0.000	-0.361	0.000	1n		
ERZ773086.9112-NODE-9112-length-3724-cov-35.821205	3724	non-phage	0.141	0.985	False	False	0.593	0.000		1	0	0	0	4.637	0.000	0.646	0.000	-5.645	0.000	-2.416	0.000	1n		
ERZ773086.9113-NODE-9113-length-3723-cov-13.064340	3723	phage	0.340	0.932	False	False	0.446	0.000	bacteria	0	1	0	0	1.352	0.000	4.062	0.000	-4.766	0.000	-5.277	0.000	1V		
ERZ773086.9114-NODE-9114-length-3723-cov-4.708288	3723	non-phage	0.021	0.979	False	True	0.750	0.000		1	0	0	0	5.773	0.000	-0.428	0.000	-7.422	0.000	-4.688	0.000	1n		
ERZ773086.9117-NODE-9117-length-3722-cov-3.266430	3722	phage	0.666	0.510	False	False	0.437	0.000	archaea	0	1	0	0	-0.754	0.000	2.197	0.000	-4.594	0.000	-0.235	0.000	1V		
ERZ773086.9116-NODE-9116-length-3722-cov-12.992092	3722	non-phage	0.051	0.988	False	False	0.493	0.000		1	0	0	0	7.125	0.000	1.968	0.000	-7.180	0.000	-5.078	0.000	1n		
ERZ773086.9118-NODE-9118-length-3721-cov-33.552646	3721	non-phage	0.494	0.855	False	False	0.354	0.000		1	0	0	0	3.553	0.000	1.432	0.000	-5.773	0.000	-5.113	0.000	1n		
ERZ773086.9115-NODE-9115-length-3723-cov-2.571701	3723	non-phage	0.054	0.969	False	False	0.432	0.000		1	0	0	0	5.664	0.000	0.547	0.000	-5.484	0.000	-3.652	0.000	1n		
ERZ773086.9120-NODE-9120-length-3720-cov-4.532060	3720	non-phage	0.039	0.982	False	True	0.350	0.000		1	0	0	0	5.168	0.000	-0.560	0.000	-4.371	0.000	-2.389	0.000	1n		
ERZ773086.9119-NODE-9119-length-3720-cov-6.660300	3720	phage	1.368	0.190	False	False	0.390	0.000	archaea	0	1	0	0	-0.667	0.000	1.512	0.000	-1.127	0.000	0.439	0.000	1V		
ERZ773086.9121-NODE-9121-length-3719-cov-2.711245	3719	non-phage	0.063	0.815	False	True	0.367	0.000		1	0	0	0	5.293	0.000	-0.086	0.000	-1.200	0.000	-2.742	0.000	1n		
ERZ773086.9122-NODE-9122-length-3719-cov-2.534116	3719	non-phage	0.092	0.926	False	True	0.580	0.000		1	0	0	0	4.234	0.000	-0.624	0.000	-2.539	0.000	-2.438	0.000	1n		
ERZ773086.9123-NODE-9123-length-3718-cov-33.069615	3718	non-phage	0.150	0.974	False	False	0.558	0.000		1	0	0	0	4.391	0.000	0.522	0.000	-6.883	0.000	-3.242	0.000	1n		
ERZ773086.9126-NODE-9126-length-3718-cov-2.554737	3718	non-phage	0.018	0.986	False	True	0.396	0.000		1	0	0	0	6.410	0.000	-0.018	0.000	-6.855	0.000	-4.602	0.000	1n		
ERZ773086.9127-NODE-9127-length-3718-cov-2.523888	3718	non-phage	0.070	0.979	False	False	0.422	0.000		1	0	0	0	5.652	0.000	0.860	0.000	-7.023	0.000	-3.391	0.000	1n		
ERZ773086.9128-NODE-9128-length-3718-cov-1.871963	3718	non-phage	0.284	0.424	False	False	0.496	0.000		1	0	0	0	4.035	0.000	1.022	0.000	-4.164	0.000	-3.254	0.000	1n		
ERZ773086.9125-NODE-9125-length-3718-cov-2.644281	3718	non-phage	0.037	0.968	False	False	0.736	0.000		1	0	0	0	5.781	0.000	0.230	0.000	-8.383	0.000	-5.398	0.000	1n		
ERZ773086.9129-NODE-9129-length-3717-cov-11.190333	3717	non-phage	0.043	0.962	False	True	0.423	0.000		1	0	0	0	5.164	0.000	-0.390	0.000	-4.680	0.000	-2.500	0.000	1n		
ERZ773086.9124-NODE-9124-length-3718-cov-2.805897	3718	non-phage	0.069	0.988	False	True	0.306	0.000		1	0	0	0	4.926	0.000	-0.013	0.000	-5.973	0.000	-2.424	0.000	1n		
ERZ773086.9130-NODE-9130-length-3717-cov-7.551611	3717	non-phage	0.348	0.750	False	False	0.474	0.000		1	0	0	0	4.035	0.000	1.319	0.000	-4.051	0.000	-3.102	0.000	1n		
ERZ773086.9131-NODE-9131-length-3717-cov-7.366739	3717	non-phage	0.154	0.735	False	False	0.485	0.000		1	0	0	0	5.020	0.000	1.206	0.000	-4.680	0.000	-3.422	0.000	1n		
ERZ773086.9132-NODE-9132-length-3717-cov-4.022938	3717	non-phage	0.029	0.948	False	False	0.459	0.000		1	0	0	0	6.188	0.000	0.298	0.000	-4.934	0.000	-3.484	0.000	1n		
ERZ773086.9133-NODE-9133-length-3717-cov-1.600492	3717	phage	0.660	0.871	False	False	0.413	0.000	bacteria	0	1	0	0	1.500	0.000	3.092	0.000	-5.398	0.000	-5.699	0.000	1V		
ERZ773086.9134-NODE-9134-length-3717-cov-1.487712	3717	non-phage	0.436	0.996	False	True	0.613	0.000		1	0	0	0	3.531	0.000	-1.152	0.000	-10.570	0.000	0.953	0.000	1n		
ERZ773086.9136-NODE-9136-length-3716-cov-1.998907	3716	non-phage	0.011	0.959	False	True	0.602	0.000		1	0	0	0	6.918	0.000	-0.093	0.000	-6.977	0.000	-3.967	0.000	1n		
ERZ773086.9137-NODE-9137-length-3715-cov-28.448087	3715	non-phage	0.025	0.979	False	True	0.482	0.000		1	0	0	0	5.934	0.000	-0.134	0.000	-5.605	0.000	-3.299	0.000	1n		
ERZ773086.9135-NODE-9135-length-3716-cov-2.824911	3716	non-phage	0.484	0.707	False	False	0.318	0.000		1	0	0	0	2.951	0.000	0.469	0.000	-3.480	0.000	-1.576	0.000	1n		
ERZ773086.9138-NODE-9138-length-3715-cov-9.493443	3715	non-phage	0.079	0.918	False	True	0.428	0.000		1	0	0	0	4.363	0.000	-0.505	0.000	-3.354	0.000	-2.773	0.000	1n		
ERZ773086.9139-NODE-9139-length-3715-cov-4.524317	3715	non-phage	0.104	0.835	False	True	0.229	0.000		1	0	0	0	3.928	0.000	-0.684	0.000	-6.348	0.000	-2.096	0.000	1n		
ERZ773086.9140-NODE-9140-length-3714-cov-58.477180	3714	non-phage	0.014	0.976	False	True	0.696	0.000		1	0	0	0	5.777	0.000	-0.979	0.000	-8.305	0.000	-3.834	0.000	1n		
ERZ773086.9141-NODE-9141-length-3713-cov-31.136413	3713	non-phage	0.398	0.786	False	False	0.396	0.000		1	0	0	0	3.465	0.000	0.930	0.000	-4.438	0.000	-2.986	0.000	1n		
ERZ773086.9142-NODE-9142-length-3713-cov-23.623565	3713	non-phage	0.454	0.816	False	False	0.261	0.000		1	0	0	0	3.518	0.000	1.237	0.000	-4.629	0.000	-4.195	0.000	1n		
ERZ773086.9144-NODE-9144-length-3713-cov-4.055768	3713	non-phage	0.363	0.562	False	True	0.300	0.000		1	0	0	0	2.902	0.000	-1.003	0.000	-5.102	0.000	-0.361	0.000	1n		
ERZ773086.9143-NODE-9143-length-3713-cov-11.370968	3713	non-phage	0.251	0.993	False	False	0.521	0.000		1	0	0	0	4.023	0.000	0.430	0.000	-10.555	0.000	-0.646	0.000	1n		
ERZ773086.9145-NODE-9145-length-3713-cov-2.841990	3713	non-phage	0.013	0.969	False	True	0.471	0.000		1	0	0	0	6.254	0.000	-0.690	0.000	-7.863	0.000	-2.961	0.000	1n		
ERZ773086.9146-NODE-9146-length-3711-cov-22.278446	3711	non-phage	0.052	0.915	False	False	0.397	0.000		1	0	0	0	5.523	0.000	0.353	0.000	-3.930	0.000	-4.262	0.000	1n		
ERZ773086.9147-NODE-9147-length-3711-cov-3.029267	3711	non-phage	0.043	0.951	False	True	0.401	0.000		1	0	0	0	5.266	0.000	-0.425	0.000	-2.691	0.000	-2.361	0.000	1n		
ERZ773086.9148-NODE-9148-length-3711-cov-2.791575	3711	non-phage	0.018	0.925	False	True	0.403	0.000		1	0	0	0	5.547	0.000	-1.426	0.000	-4.957	0.000	-2.012	0.000	1n		
ERZ773086.9150-NODE-9150-length-3711-cov-1.909190	3711	non-phage	0.234	0.972	False	False	0.612	0.000		1	0	0	0	3.828	0.000	0.270	0.000	-6.754	0.000	-1.273	0.000	1n		
ERZ773086.9151-NODE-9151-length-3710-cov-25.325855	3710	non-phage	0.025	0.987	False	True	0.424	0.000		1	0	0	0	5.562	0.000	-0.732	0.000	-4.973	0.000	-2.209	0.000	1n		
ERZ773086.9152-NODE-9152-length-3710-cov-21.588782	3710	non-phage	0.015	0.951	False	True	0.347	0.000		1	0	0	0	6.234	0.000	-0.442	0.000	-4.520	0.000	-4.680	0.000	1n		
ERZ773086.9149-NODE-9149-length-3711-cov-2.389223	3711	non-phage	0.013	0.989	False	False	0.681	0.000		1	0	0	0	7.500	0.000	0.756	0.000	-8.039	0.000	-4.297	0.000	1n		
ERZ773086.9155-NODE-9155-length-3708-cov-58.839036	3708	non-phage	0.765	0.789	False	False	0.530	0.000		1	0	0	0	2.631	0.000	1.085	0.000	-5.801	0.000	-1.489	0.000	1n		
ERZ773086.9153-NODE-9153-length-3710-cov-1.990150	3710	phage	0.009	0.981	False	False	0.417	0.000	bacteria	0	1	0	0	-0.943	0.000	6.375	0.000	-6.727	0.000	-3.295	0.000	1V		
ERZ773086.9156-NODE-9156-length-3708-cov-1.998631	3708	non-phage	0.004	0.939	False	True	0.729	0.000		1	0	0	0	6.270	0.000	-1.981	0.000	-8.188	0.000	-5.289	0.000	1n		
ERZ773086.9154-NODE-9154-length-3709-cov-8.185550	3709	non-phage	0.068	0.562	False	True	0.423	0.000		1	0	0	0	4.789	0.000	-0.871	0.000	-1.273	0.000	-2.109	0.000	1n		
ERZ773086.9157-NODE-9157-length-3707-cov-8.943045	3707	non-phage	0.543	0.596	False	True	0.611	0.000		1	0	0	0	2.367	0.000	-0.026	0.000	-1.636	0.000	-4.176	0.000	1n		
ERZ773086.9158-NODE-9158-length-3707-cov-2.787788	3707	non-phage	0.143	0.843	False	False	0.399	0.000		1	0	0	0	5.031	0.000	1.127	0.000	-5.500	0.000	-3.635	0.000	1n		
ERZ773086.9160-NODE-9160-length-3707-cov-2.365553	3707	non-phage	0.016	0.996	False	True	0.383	0.000		1	0	0	0	6.211	0.000	-0.419	0.000	-7.164	0.000	-3.004	0.000	1n		
ERZ773086.9159-NODE-9159-length-3707-cov-2.515060	3707	non-phage	0.099	0.970	False	True	0.557	0.000		1	0	0	0	4.574	0.000	-0.351	0.000	-6.887	0.000	-0.960	0.000	1n		
ERZ773086.9162-NODE-9162-length-3706-cov-4.948781	3706	non-phage	0.386	0.973	False	False	0.348	0.000		1	0	0	0	3.418	0.000	0.212	0.000	-6.812	0.000	-0.324	0.000	1n		
ERZ773086.9164-NODE-9164-length-3705-cov-56.215616	3705	non-phage	0.689	0.911	False	True	0.487	0.000		1	0	0	0	2.471	0.000	-0.668	0.000	-2.562	0.000	0.114	0.000	1n		
ERZ773086.9161-NODE-9161-length-3706-cov-5.448096	3706	non-phage	0.029	0.991	False	True	0.434	0.000		1	0	0	0	5.316	0.000	-0.904	0.000	-5.441	0.000	-2.049	0.000	1n		
ERZ773086.9163-NODE-9163-length-3706-cov-3.943029	3706	phage	0.830	0.693	False	False	0.378	0.000	bacteria	0	1	0	0	1.667	0.000	2.734	0.000	-5.551	0.000	-4.332	0.000	1V		
ERZ773086.9166-NODE-9166-length-3705-cov-3.407945	3705	non-phage	0.036	0.990	False	False	0.408	0.000		1	0	0	0	5.852	0.000	0.224	0.000	-8.172	0.000	-3.168	0.000	1n		
ERZ773086.9165-NODE-9165-length-3705-cov-6.843288	3705	non-phage	0.103	0.831	False	True	0.470	0.000		1	0	0	0	4.789	0.000	-0.325	0.000	-0.538	0.000	-2.664	0.000	1n		
ERZ773086.9167-NODE-9167-length-3705-cov-2.277260	3705	non-phage	0.419	0.538	False	False	0.424	0.000		1	0	0	0	3.539	0.000	0.683	0.000	-3.811	0.000	-0.589	0.000	1n		
ERZ773086.9169-NODE-9169-length-3704-cov-5.458208	3704	non-phage	1.010	0.605	False	False	0.281	0.000		1	0	0	0	2.305	0.000	1.950	0.000	-3.930	0.000	-3.299	0.000	1n		
ERZ773086.9168-NODE-9168-length-3705-cov-1.869041	3705	non-phage	0.038	0.979	False	True	0.556	0.000		1	0	0	0	5.609	0.000	-0.866	0.000	-9.375	0.000	-0.550	0.000	1n		
ERZ773086.9170-NODE-9170-length-3704-cov-2.271033	3704	non-phage	0.173	0.971	False	False	0.604	0.000		1	0	0	0	4.188	0.000	0.437	0.000	-5.457	0.000	-2.445	0.000	1n		
ERZ773086.9171-NODE-9171-length-3704-cov-2.173746	3704	non-phage	0.018	0.994	False	False	0.658	0.000		1	0	0	0	6.820	0.000	0.411	0.000	-6.625	0.000	-3.393	0.000	1n		
ERZ773086.9172-NODE-9172-length-3703-cov-9.723136	3703	phage	0.968	0.747	False	False	0.650	0.000	bacteria	0	1	0	0	2.340	0.000	2.848	0.000	-6.523	0.000	-3.434	0.000	1V	DTR	13.000
ERZ773086.9173-NODE-9173-length-3703-cov-3.238487	3703	non-phage	0.087	0.936	False	False	0.364	0.000		1	0	0	0	4.812	0.000	0.210	0.000	-4.148	0.000	-3.150	0.000	1n		
ERZ773086.9174-NODE-9174-length-3703-cov-1.919682	3703	non-phage	0.498	0.894	False	False	0.433	0.000		1	0	0	0	3.213	0.000	1.066	0.000	-4.820	0.000	-3.559	0.000	1n		
ERZ773086.9175-NODE-9175-length-3702-cov-15.807239	3702	non-phage	0.024	0.951	False	True	0.668	0.000		1	0	0	0	5.086	0.000	-1.106	0.000	-6.445	0.000	-3.441	0.000	1n	DTR	13.000
ERZ773086.9176-NODE-9176-length-3702-cov-10.797368	3702	non-phage	1.166	0.379	False	False	0.379	0.000		1	0	0	0	1.600	0.000	0.584	0.000	-1.686	0.000	-1.453	0.000	1n		
ERZ773086.9177-NODE-9177-length-3702-cov-8.979709	3702	non-phage	0.237	0.968	False	False	0.429	0.000		1	0	0	0	3.998	0.000	0.717	0.000	-4.598	0.000	-2.949	0.000	1n		
ERZ773086.9178-NODE-9178-length-3702-cov-7.018371	3702	phage	0.699	0.253	False	False	0.611	0.000	bacteria	0	1	0	0	-0.648	0.000	1.813	0.000	-0.913	0.000	-5.137	0.000	1V	ITR	14.000
ERZ773086.9180-NODE-9180-length-3701-cov-61.221887	3701	non-phage	0.965	0.941	False	False	0.511	0.000		1	0	0	0	2.416	0.000	0.870	0.000	-7.051	0.000	-0.111	0.000	1n		
ERZ773086.9179-NODE-9179-length-3702-cov-3.099260	3702	non-phage	0.137	0.791	False	True	0.425	0.000		1	0	0	0	4.125	0.000	-0.278	0.000	-4.699	0.000	-1.274	0.000	1n		
ERZ773086.9183-NODE-9183-length-3700-cov-34.121536	3700	non-phage	0.087	0.985	False	False	0.343	0.000		1	0	0	0	4.754	0.000	0.111	0.000	-4.719	0.000	-2.539	0.000	1n		
ERZ773086.9182-NODE-9182-length-3701-cov-7.293198	3701	phage	1.240	0.352	False	False	0.441	0.000	bacteria	0	1	0	0	1.158	0.000	1.518	0.000	-2.818	0.000	-1.083	0.000	1V		
ERZ773086.9181-NODE-9181-length-3701-cov-33.722161	3701	non-phage	0.898	0.737	False	False	0.300	0.000		1	0	0	0	2.502	0.000	1.603	0.000	-6.566	0.000	-2.863	0.000	1n		
ERZ773086.9184-NODE-9184-length-3700-cov-31.365432	3700	non-phage	0.069	0.841	False	True	0.420	0.000		1	0	0	0	4.535	0.000	-0.722	0.000	-3.207	0.000	-1.924	0.000	1n		
ERZ773086.9185-NODE-9185-length-3700-cov-2.539643	3700	phage	0.871	0.459	False	False	0.463	0.000	bacteria	0	1	0	0	1.843	0.000	2.820	0.000	-4.801	0.000	-3.008	0.000	1V		
ERZ773086.9188-NODE-9188-length-3698-cov-65.539665	3698	non-phage	0.049	0.953	False	True	0.701	0.000		1	0	0	0	4.961	0.000	-0.346	0.000	-5.258	0.000	-3.402	0.000	1n		
ERZ773086.9186-NODE-9186-length-3699-cov-11.103183	3699	non-phage	0.134	0.926	False	True	0.406	0.000		1	0	0	0	4.191	0.000	-0.203	0.000	-3.256	0.000	-1.508	0.000	1n		
ERZ773086.9187-NODE-9187-length-3699-cov-1.911910	3699	non-phage	0.864	0.734	False	False	0.574	0.000		1	0	0	0	3.357	0.000	2.422	0.000	-4.797	0.000	-4.570	0.000	1n		
ERZ773086.9191-NODE-9191-length-3698-cov-2.350535	3698	non-phage	0.027	0.992	False	False	0.639	0.000		1	0	0	0	6.258	0.000	0.305	0.000	-7.012	0.000	-4.137	0.000	1n		
ERZ773086.9190-NODE-9190-length-3698-cov-3.347241	3698	non-phage	0.011	0.965	False	False	0.534	0.000		1	0	0	0	7.254	0.000	0.273	0.000	-9.055	0.000	-3.361	0.000	1n	DTR	13.000
ERZ773086.9189-NODE-9189-length-3698-cov-3.863299	3698	non-phage	0.006	0.952	False	True	0.316	0.000		1	0	0	0	6.141	0.000	-2.215	0.000	-8.836	0.000	-2.350	0.000	1n		
ERZ773086.9192-NODE-9192-length-3698-cov-2.074938	3698	non-phage	0.015	0.947	False	True	0.348	0.000		1	0	0	0	5.668	0.000	-1.040	0.000	-7.816	0.000	-3.629	0.000	1n		
ERZ773086.9194-NODE-9194-length-3696-cov-56.381763	3696	non-phage	0.134	0.995	False	True	0.708	0.000		1	0	0	0	4.262	0.000	-0.325	0.000	-6.969	0.000	-0.828	0.000	1n		
ERZ773086.9193-NODE-9193-length-3697-cov-63.018396	3697	non-phage	1.167	0.556	False	False	0.523	0.000		1	0	0	0	1.894	0.000	0.933	0.000	-3.209	0.000	-0.502	0.000	1n		
ERZ773086.9196-NODE-9196-length-3696-cov-2.358418	3696	non-phage	0.558	0.846	False	False	0.457	0.000		1	0	0	0	3.414	0.000	1.396	0.000	-5.297	0.000	-2.016	0.000	1n		
ERZ773086.9198-NODE-9198-length-3695-cov-23.832418	3695	non-phage	0.004	0.990	False	True	0.673	0.000		1	0	0	0	6.449	0.000	-1.953	0.000	-6.219	0.000	-3.811	0.000	1n		
ERZ773086.9195-NODE-9195-length-3696-cov-5.373524	3696	non-phage	0.689	0.732	False	False	0.295	0.000		1	0	0	0	2.576	0.000	0.827	0.000	-5.973	0.000	-1.743	0.000	1n		
ERZ773086.9199-NODE-9199-length-3695-cov-19.277747	3695	non-phage	0.016	0.978	False	False	0.560	0.000		1	0	0	0	7.887	0.000	1.354	0.000	-9.594	0.000	-5.098	0.000	1n		
ERZ773086.9197-NODE-9197-length-3696-cov-2.121670	3696	non-phage	0.144	0.977	False	False	0.546	0.000		1	0	0	0	4.797	0.000	0.850	0.000	-8.336	0.000	-2.424	0.000	1n		
ERZ773086.9201-NODE-9201-length-3695-cov-2.111264	3695	non-phage	0.083	0.870	False	False	0.390	0.000		1	0	0	0	5.043	0.000	0.438	0.000	-8.086	0.000	-3.406	0.000	1n		
ERZ773086.9200-NODE-9200-length-3695-cov-5.133791	3695	non-phage	0.008	0.971	False	True	0.707	0.000		1	0	0	0	5.719	0.000	-1.668	0.000	-6.887	0.000	-3.996	0.000	1n		
ERZ773086.9203-NODE-9203-length-3694-cov-73.175323	3694	non-phage	0.048	0.993	False	False	0.432	0.000		1	0	0	0	5.676	0.000	0.348	0.000	-5.184	0.000	-2.555	0.000	1n		
ERZ773086.9204-NODE-9204-length-3694-cov-15.956581	3694	non-phage	0.013	0.994	False	True	0.403	0.000		1	0	0	0	6.031	0.000	-0.984	0.000	-5.465	0.000	-2.770	0.000	1n		
ERZ773086.9205-NODE-9205-length-3694-cov-5.449024	3694	non-phage	0.168	0.662	False	True	0.238	0.000		1	0	0	0	3.576	0.000	-1.090	0.000	-4.246	0.000	-0.909	0.000	1n		
ERZ773086.9206-NODE-9206-length-3694-cov-2.835120	3694	non-phage	0.371	0.671	False	False	0.444	0.000		1	0	0	0	3.807	0.000	1.199	0.000	-3.912	0.000	-3.912	0.000	1n		
ERZ773086.9202-NODE-9202-length-3695-cov-1.802747	3695	non-phage	0.657	0.875	False	False	0.428	0.000		1	0	0	0	2.902	0.000	1.194	0.000	-5.438	0.000	-2.402	0.000	1n		
ERZ773086.9208-NODE-9208-length-3693-cov-2.099780	3693	phage	1.212	0.334	False	False	0.367	0.000	bacteria	0	1	0	0	1.374	0.000	1.770	0.000	-1.168	0.000	-2.230	0.000	1V		
ERZ773086.9207-NODE-9207-length-3693-cov-2.562672	3693	non-phage	0.042	0.982	False	True	0.596	0.000		1	0	0	0	5.246	0.000	-0.449	0.000	-7.199	0.000	-1.877	0.000	1n		
ERZ773086.9209-NODE-9209-length-3692-cov-1.922739	3692	non-phage	0.155	0.966	False	False	0.377	0.000		1	0	0	0	4.188	0.000	0.306	0.000	-6.898	0.000	-2.611	0.000	1n		
ERZ773086.9210-NODE-9210-length-3691-cov-11.173817	3691	non-phage	0.225	0.888	False	True	0.357	0.000		1	0	0	0	3.295	0.000	-0.755	0.000	-4.414	0.000	-1.073	0.000	1n		
ERZ773086.9211-NODE-9211-length-3691-cov-2.001375	3691	non-phage	0.647	0.880	False	False	0.670	0.000		1	0	0	0	3.039	0.000	1.305	0.000	-6.762	0.000	-2.271	0.000	1n		
ERZ773086.9212-NODE-9212-length-3691-cov-1.720847	3691	non-phage	0.030	0.942	False	True	0.346	0.000		1	0	0	0	5.148	0.000	-0.765	0.000	-7.207	0.000	-3.213	0.000	1n		
ERZ773086.9213-NODE-9213-length-3690-cov-27.228886	3690	non-phage	0.013	0.977	False	True	0.669	0.000		1	0	0	0	5.367	0.000	-1.581	0.000	-6.422	0.000	-3.416	0.000	1n		
ERZ773086.9214-NODE-9214-length-3690-cov-14.728198	3690	non-phage	0.006	0.997	False	True	0.735	0.000		1	0	0	0	6.980	0.000	-0.645	0.000	-9.633	0.000	-4.227	0.000	1n		
ERZ773086.9215-NODE-9215-length-3690-cov-3.177717	3690	non-phage	0.492	0.625	False	True	0.364	0.000		1	0	0	0	2.764	0.000	-0.276	0.000	-3.807	0.000	-0.500	0.000	1n		
ERZ773086.9216-NODE-9216-length-3690-cov-2.835763	3690	non-phage	0.429	0.571	False	False	0.577	0.000		1	0	0	0	3.012	0.000	0.192	0.000	-1.210	0.000	-3.369	0.000	1n		
ERZ773086.9217-NODE-9217-length-3690-cov-2.758735	3690	non-phage	0.072	0.988	False	False	0.403	0.000		1	0	0	0	6.207	0.000	1.471	0.000	-7.207	0.000	-4.957	0.000	1n		
ERZ773086.9218-NODE-9218-length-3689-cov-3.161530	3689	non-phage	0.041	0.971	False	False	0.374	0.000		1	0	0	0	6.805	0.000	1.381	0.000	-6.977	0.000	-4.988	0.000	1n		
ERZ773086.9220-NODE-9220-length-3688-cov-15.572530	3688	non-phage	0.912	0.649	False	False	0.421	0.000		1	0	0	0	2.025	0.000	0.516	0.000	-3.738	0.000	-1.006	0.000	1n		
